scope,cancer,geneA,geneB,context,contrast,nPatients,nEvents,nStudies,nStrata,nDoubleNegative,nAOnly,nBOnly,nDoubleMutant,coefficient,standardError,hazardRatio,ciLow,ciHigh,z,p,phTestP,tiesMethod,fitStatus,globalFdr,withinCancerFdr,fdrFamily,geneAFrequency,geneBFrequency,frequencyThreshold,eligibilityRule
cancer-specific,HNSC,MUC16,TP53,MUC16–TP53 (HNSC),A+B versus A−/B−,664,295,5,5,216,25,334,89,0.598392877186453,0.202539562372068,1.81919278356139,1.22314159831577,2.7057066723255,2.95444934401111,0.0031322757083716,0.388125116224205,Efron,estimated,0.024938118419367498,0.0187936542502296,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.14259763851044505,0.5712988192552225,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,HNSC,MUC16,TP53,MUC16–TP53 (HNSC),multiplicative A×B interaction,664,295,5,5,216,25,334,89,-0.353586374032287,0.374207826839377,0.702165341116904,0.337219833164438,1.46206159240165,-0.944893047851881,0.344713481175783,0.388125116224208,Efron,estimated,0.8059619128753913,0.9646980408955397,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.14259763851044505,0.5712988192552225,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,HNSC,NOTCH1,PCLO,NOTCH1–PCLO (HNSC),A+B versus A−/B−,664,295,5,5,499,78,67,20,0.16804230959131,0.314045016124039,1.18298666127116,0.639240445377279,2.18925046258536,0.535089878722795,0.592587708370894,0.37665184165278,Efron,estimated,0.6874900229330856,0.7618984821911494,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.1444141689373297,0.10354223433242507,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,HNSC,NOTCH1,PCLO,NOTCH1–PCLO (HNSC),multiplicative A×B interaction,664,295,5,5,499,78,67,20,-0.345414670896711,0.394411725848274,0.707926735980279,0.326786754200607,1.53360029766702,-0.875771809658592,0.381154098166866,0.37665184165278,Efron,estimated,0.8317303087844398,0.9646980408955397,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.1444141689373297,0.10354223433242507,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,HNSC,NOTCH1,PIK3CA,NOTCH1–PIK3CA (HNSC),A+B versus A−/B−,1216,545,9,9,868,151,154,43,0.038649269290079,0.231136088163147,1.03940586815494,0.660756995040851,1.63504066829913,0.167214343710786,0.867201398666346,0.300442978929418,Efron,estimated,0.9075101746380886,0.930157852880298,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.15492957746478872,0.1437793427230047,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,HNSC,NOTCH1,PIK3CA,NOTCH1–PIK3CA (HNSC),multiplicative A×B interaction,1216,545,9,9,868,151,154,43,0.0964277809756897,0.287364450657657,1.1012300485123,0.627007866139766,1.9341186693758,0.335559185400306,0.737203306359092,0.300442978929418,Efron,estimated,0.9416251355442631,0.9646980408955397,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.15492957746478872,0.1437793427230047,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,HNSC,NOTCH1,TP53,NOTCH1–TP53 (HNSC),A+B versus A−/B−,1216,545,9,9,446,71,576,123,0.507649902723188,0.15402415320546,1.66138219370923,1.2284683010698,2.24685552827892,3.29591101238525,0.0009810308436067,0.718971207286778,Efron,estimated,0.010271970009528977,0.008829277592460301,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.15492957746478872,0.545774647887324,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,HNSC,NOTCH1,TP53,NOTCH1–TP53 (HNSC),multiplicative A×B interaction,1216,545,9,9,446,71,576,123,-0.208311746072046,0.246566000429841,0.811953873821875,0.500788097362237,1.31646318410295,-0.844851868095738,0.398193550808189,0.718971207286777,Efron,estimated,0.8434150581717446,0.9646980408955397,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.15492957746478872,0.545774647887324,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,HNSC,PIK3CA,TP53,PIK3CA–TP53 (HNSC),A+B versus A−/B−,1216,545,9,9,420,97,599,100,0.306212764663529,0.170902473443837,1.35827126793572,0.971659418750687,1.8987114226421,1.79173980629461,0.0731746549623809,0.227447818872934,Efron,estimated,0.14801237026481592,0.25797933454146904,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.1437793427230047,0.545774647887324,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,HNSC,PIK3CA,TP53,PIK3CA–TP53 (HNSC),multiplicative A×B interaction,1216,545,9,9,420,97,599,100,-0.0576868003913841,0.241481312685588,0.943945544519035,0.588027551320136,1.51529156927587,-0.23888722381799,0.811193032704562,0.227447818872934,Efron,estimated,0.9583300734238502,0.9646980408955397,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.1437793427230047,0.545774647887324,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,THCA,BRAF,TP53,BRAF–TP53 (THCA),A+B versus A−/B−,1380,336,5,5,632,580,109,59,1.36038880400132,0.18297213296507,3.89770845187,2.72309748384793,5.57898909822033,7.43495078707436,1.04606900170493e-13,0.0598130836193804,Efron,estimated,1.241335215356517e-11,1.04606900170493e-13,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.4417327638804149,0.12202562538133008,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,THCA,BRAF,TP53,BRAF–TP53 (THCA),multiplicative A×B interaction,1380,336,5,5,632,580,109,59,0.586455142925256,0.243179896481046,1.79760485538936,1.1160897747613,2.89527176862677,2.41161029925418,0.0158822470935996,0.0598130836193803,Efron,estimated,0.3679148198367709,0.0158822470935996,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.4417327638804149,0.12202562538133008,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,THCA,NRAS,TP53,NRAS–TP53 (THCA),A+B versus A−/B−,1380,336,5,5,1071,141,145,23,1.86563724489189,0.247265753934688,6.46005120925207,3.97889949620557,10.4883930006165,7.54506928357204,4.52047113528968e-14,0.233207504047954,Efron,estimated,6.2583411495232685e-12,9.04094227057936e-14,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.11836485661989017,0.12202562538133008,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,THCA,NRAS,TP53,NRAS–TP53 (THCA),multiplicative A×B interaction,1380,336,5,5,1071,141,145,23,0.867374183410455,0.324027185633671,2.38065148498069,1.26148874804746,4.49270871556562,2.67685620795739,0.0074316521695755,0.233207504047954,Efron,estimated,0.2811592384825153,0.014863304339151,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.11836485661989017,0.12202562538133008,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,MBN,ARID1A,KMT2D,ARID1A–KMT2D (MBN),A+B versus A−/B−,881,273,5,5,546,94,204,37,-0.147231312872711,0.364375842255987,0.863094309500179,0.422572250150731,1.76285070026693,-0.404064418653957,0.686165349092627,0.913777904524674,Efron,estimated,0.7671260879043637,0.776247805265953,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.13806706114398423,0.31097961867192636,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,MBN,ARID1A,KMT2D,ARID1A–KMT2D (MBN),multiplicative A×B interaction,881,273,5,5,546,94,204,37,-0.165166434982687,0.427635685786155,0.847752596656887,0.366661214827118,1.96007768500237,-0.386231646404929,0.699325118246869,0.913777904524674,Efron,estimated,0.9334323485116217,0.8391901418962429,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.13806706114398423,0.31097961867192636,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,MBN,ARID1A,TP53,ARID1A–TP53 (MBN),A+B versus A−/B−,881,273,5,5,618,89,132,42,0.30785593043596,0.283737934114758,1.36050496745959,0.780156918883155,2.37256598215139,1.08500095835422,0.277921230809809,0.499542433591426,Efron,estimated,0.39553381335125304,0.555842461619618,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.13806706114398423,0.1755424063116371,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,MBN,ARID1A,TP53,ARID1A–TP53 (MBN),multiplicative A×B interaction,881,273,5,5,618,89,132,42,-0.475733446240378,0.367238489091397,0.621429104436999,0.302550322917047,1.27639636315064,-1.29543460277656,0.195170347653038,0.499542433591427,Efron,estimated,0.7064341329478071,0.628374722521662,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.13806706114398423,0.1755424063116371,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,MBN,ATM,KMT2D,ATM–KMT2D (MBN),A+B versus A−/B−,881,273,5,5,534,106,208,33,0.0817164729000386,0.28751928108105,1.08514809731613,0.617663812117634,1.90645197275141,0.284212149504517,0.776247805265953,0.0980324264444956,Efron,estimated,0.840494620338104,0.776247805265953,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.12097304404996713,0.31097961867192636,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,MBN,ATM,KMT2D,ATM–KMT2D (MBN),multiplicative A×B interaction,881,273,5,5,534,106,208,33,0.18170456525611,0.35206610314817,1.19925983851475,0.601497850528996,2.39107115513308,0.516109229577374,0.60577812208146,0.0980324264444952,Efron,estimated,0.9138008960211854,0.8391901418962429,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.12097304404996713,0.31097961867192636,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,MBN,CREBBP,KMT2D,CREBBP–KMT2D (MBN),A+B versus A−/B−,881,273,5,5,566,74,148,93,-0.222789313344285,0.296541357704895,0.800283440575683,0.447535374883514,1.43106807015278,-0.751292551799792,0.452476610719117,0.332891253273016,Efron,estimated,0.5640678909014705,0.6787149160786755,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.23800131492439186,0.31097961867192636,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,MBN,CREBBP,KMT2D,CREBBP–KMT2D (MBN),multiplicative A×B interaction,881,273,5,5,566,74,148,93,-0.499766497684664,0.398202381662742,0.606672302562322,0.277973686040608,1.32405080473158,-1.25505652577423,0.209458240840554,0.332891253273016,Efron,estimated,0.7138657129315494,0.628374722521662,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.23800131492439186,0.31097961867192636,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,MBN,CREBBP,TP53,CREBBP–TP53 (MBN),A+B versus A−/B−,881,273,5,5,562,145,152,22,0.625155326657832,0.368079531231997,1.86853616837096,0.908221217902349,3.84424779303695,1.69842458928748,0.0894276544144677,0.225605818263449,Efron,estimated,0.17024729931310428,0.2682829632434031,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.23800131492439186,0.1755424063116371,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,MBN,CREBBP,TP53,CREBBP–TP53 (MBN),multiplicative A×B interaction,881,273,5,5,562,145,152,22,0.0845750297925429,0.439103494156325,1.08825449267775,0.460219373512219,2.57333330362692,0.192608419013021,0.847265650974323,0.225605818263449,Efron,estimated,0.9678942047961996,0.847265650974323,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.23800131492439186,0.1755424063116371,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,MBN,KMT2D,TP53,KMT2D–TP53 (MBN),A+B versus A−/B−,881,273,5,5,501,206,139,35,0.540162881239282,0.293243906390948,1.71628639027351,0.966006598572253,3.04929487830797,1.84202593631782,0.0654713561555646,0.109364606747938,Efron,estimated,0.13664540999972108,0.2682829632434031,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.31097961867192636,0.1755424063116371,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,MBN,KMT2D,TP53,KMT2D–TP53 (MBN),multiplicative A×B interaction,881,273,5,5,501,206,139,35,-0.207233213585466,0.34728833771469,0.812830064867715,0.411516629506936,1.60550672069916,-0.596718032483187,0.550695651186453,0.109364606747938,Efron,estimated,0.8897800131978381,0.8391901418962429,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.31097961867192636,0.1755424063116371,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,NSCLC,ARID1A,KEAP1,ARID1A–KEAP1 (NSCLC),A+B versus A−/B−,848,338,7,7,639,72,117,20,0.943144931094185,0.291429421405313,2.56804505663956,1.45056590717695,4.54640177347447,3.23627218743465,0.0012110184825635,0.633320834473388,Efron,estimated,0.012090668132719735,0.0013840211229297142,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.10121457489878542,0.14817813765182186,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,NSCLC,ARID1A,KEAP1,ARID1A–KEAP1 (NSCLC),multiplicative A×B interaction,848,338,7,7,639,72,117,20,0.622477051063034,0.383297824533226,1.86353840922886,0.879173620455254,3.95004504442816,1.62400361082424,0.104375037919105,0.633320834473388,Efron,estimated,0.5841391344401141,0.167000060670568,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.10121457489878542,0.14817813765182186,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,NSCLC,ARID1A,TP53,ARID1A–TP53 (NSCLC),A+B versus A−/B−,848,338,7,7,358,38,398,54,0.741144284469858,0.213896869513473,2.09833523367227,1.3797662818085,3.19112795472818,3.46496087649929,0.0005303086209364,0.445184030793808,Efron,estimated,0.006353505208526485,0.0007070781612485334,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.10121457489878542,0.5222672064777328,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,NSCLC,ARID1A,TP53,ARID1A–TP53 (NSCLC),multiplicative A×B interaction,848,338,7,7,358,38,398,54,0.953552171343275,0.467448641085081,2.59491087554298,1.03807669593107,6.48657510413695,2.03990789047928,0.0413595007185318,0.445184030793808,Efron,estimated,0.45957562182094935,0.0827190014370636,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.10121457489878542,0.5222672064777328,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,NSCLC,KEAP1,KRAS,KEAP1–KRAS (NSCLC),A+B versus A−/B−,848,338,7,7,579,98,132,39,0.876136369563392,0.227685609378389,2.40160285230115,1.53707425553512,3.75238622298899,3.84800941945939,0.0001190814758259,0.0591850826094087,Efron,estimated,0.00195230945893515,0.00019053036132144,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.14817813765182186,0.1910931174089069,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,NSCLC,KEAP1,KRAS,KEAP1–KRAS (NSCLC),multiplicative A×B interaction,848,338,7,7,579,98,132,39,0.0135755538033841,0.300868888589311,1.01366812003892,0.562076885278486,1.82808274898929,0.0451211618025246,0.964010733919652,0.0591850826094088,Efron,estimated,0.9943355748873232,0.964010733919652,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.14817813765182186,0.1910931174089069,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,NSCLC,KEAP1,STK11,KEAP1–STK11 (NSCLC),A+B versus A−/B−,848,338,7,7,660,71,51,66,0.882645277872823,0.174892203288281,2.41728564863622,1.71577154213884,3.40562234749419,5.04679603365697,4.49280534684905e-07,0.0142729891344142,Efron,estimated,1.6226189745431644e-05,1.79712213873962e-06,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.14817813765182186,0.12226720647773279,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,NSCLC,KEAP1,STK11,KEAP1–STK11 (NSCLC),multiplicative A×B interaction,848,338,7,7,660,71,51,66,0.117252811252216,0.327745177802901,1.12440365565745,0.591486787348069,2.13746715547822,0.357756022646136,0.720525904007885,0.0142729891344142,Efron,estimated,0.9414326035562537,0.9607012053438466,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.14817813765182186,0.12226720647773279,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,NSCLC,KEAP1,TP53,KEAP1–TP53 (NSCLC),A+B versus A−/B−,848,338,7,7,357,39,354,98,1.00721031352922,0.180142834986056,2.7379523226983,1.92348153770738,3.89729912890354,5.59117609982757,2.25536695461689e-08,0.0022516970039874,Efron,estimated,1.0152614904987238e-06,1.804293563693512e-07,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.14817813765182186,0.5222672064777328,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,NSCLC,KEAP1,TP53,KEAP1–TP53 (NSCLC),multiplicative A×B interaction,848,338,7,7,357,39,354,98,-1.32878579032298,0.276202798099786,0.26479858718887,0.154103114335193,0.455008921005356,-4.81090633210357,1.50247421504555e-06,0.0022516970039874,Efron,estimated,0.0018720828719467554,1.20197937203644e-05,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.14817813765182186,0.5222672064777328,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,NSCLC,KRAS,STK11,KRAS–STK11 (NSCLC),A+B versus A−/B−,848,338,7,7,600,131,77,40,0.720036249798921,0.226249184127761,2.0545076847845,1.31863353200224,3.20104238546802,3.18249213836865,0.0014601347970611,0.471164680499046,Efron,estimated,0.014103317497194812,0.0014601347970611,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.19278996865203762,0.12225705329153605,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,NSCLC,KRAS,STK11,KRAS–STK11 (NSCLC),multiplicative A×B interaction,848,338,7,7,600,131,77,40,0.0579881104523784,0.309699223144383,1.05970239625328,0.577520573015967,1.9444660867413,0.187240090122358,0.851472393263836,0.471164680499045,Efron,estimated,0.970168562111613,0.964010733919652,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.19278996865203762,0.12225705329153605,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,NSCLC,KRAS,TP53,KRAS–TP53 (NSCLC),A+B versus A−/B−,848,338,7,7,312,84,365,87,0.777825995061331,0.198817905992609,2.17673488542913,1.47425099355,3.21395392112616,3.91225323080431,9.14389550872149e-05,0.934350420863779,Efron,estimated,0.0015824019172037468,0.0001828779101744298,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.19278996865203762,0.5227272727272727,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,NSCLC,KRAS,TP53,KRAS–TP53 (NSCLC),multiplicative A×B interaction,848,338,7,7,312,84,365,87,-0.849766376490675,0.26961305577574,0.427514797790117,0.25203224190865,0.725180639371407,-3.15179980452244,0.0016226748514025,0.934350420863779,Efron,estimated,0.10928934404581163,0.004327132937073334,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.19278996865203762,0.5227272727272727,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,NSCLC,STK11,TP53,STK11–TP53 (NSCLC),A+B versus A−/B−,848,338,7,7,358,38,373,79,0.903719581958154,0.189891121188968,2.46876884228996,1.7015503795831,3.58192132880312,4.75914606380584,1.94413713283834e-06,0.0839115991685415,Efron,estimated,5.6997526294507564e-05,5.184365687568907e-06,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.12225705329153605,0.5227272727272727,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,NSCLC,STK11,TP53,STK11–TP53 (NSCLC),multiplicative A×B interaction,848,338,7,7,358,38,373,79,-1.0246872869936,0.300077369125298,0.358908683272412,0.199323105930932,0.646264477601369,-3.41474363755084,0.0006384206867964,0.0839115991685409,Efron,estimated,0.07231565234075586,0.0025536827471856,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.12225705329153605,0.5227272727272727,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,USARC,ATRX,TP53,ATRX–TP53 (USARC),A+B versus A−/B−,334,125,4,4,168,26,96,44,0.395831314741917,0.275516891294111,1.48561869444089,0.865738941302732,2.54933999151192,1.43668619692493,0.150807178759212,0.47848021305944,Efron,estimated,0.25307171007943186,0.150807178759212,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.20398912058023572,0.42973708068902994,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,USARC,ATRX,TP53,ATRX–TP53 (USARC),multiplicative A×B interaction,334,125,4,4,168,26,96,44,-0.451600602779953,0.455912840793669,0.636608378573215,0.260494547001151,1.55577240420248,-0.990541529810371,0.321909500653042,0.47848021305944,Efron,estimated,0.7930967278266792,0.321909500653042,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.20398912058023572,0.42973708068902994,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,NMSC,APC,ATM,APC–ATM (NMSC),A+B versus A−/B−,400,105,4,4,325,25,28,22,0.627436440173716,0.380504404419521,1.8728033766224,0.888395290172727,3.94800887204876,1.64895973052113,0.0991558848936252,0.103103767693991,Efron,estimated,0.18371484398134869,0.9042985582345748,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.13978494623655913,0.13620071684587814,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,NMSC,APC,ATM,APC–ATM (NMSC),multiplicative A×B interaction,400,105,4,4,325,25,28,22,0.182880312339993,0.604832121799121,1.2006706940148,0.366935622047487,3.92878213192233,0.302365409753703,0.762373520413199,0.103103767693991,Efron,estimated,0.9487881710210229,0.9733561417889754,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.13978494623655913,0.13620071684587814,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,NMSC,APC,ERBB4,APC–ERBB4 (NMSC),A+B versus A−/B−,400,105,4,4,298,24,55,23,0.254851142772085,0.359878445937241,1.2902695406299,0.63731091486592,2.61221869678402,0.708158951026837,0.478846554363156,0.190638889798605,Efron,estimated,0.5892768461594986,0.9042985582345748,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.13978494623655913,0.23178016726403824,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,NMSC,APC,ERBB4,APC–ERBB4 (NMSC),multiplicative A×B interaction,400,105,4,4,298,24,55,23,-0.208486610939675,0.554759125127712,0.811811904028334,0.273680334444786,2.40805963957585,-0.375814658103513,0.707054689726621,0.190638889798605,Efron,estimated,0.9372235568078401,0.9733561417889754,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.13978494623655913,0.23178016726403824,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,NMSC,APC,FAT1,APC–FAT1 (NMSC),A+B versus A−/B−,400,105,4,4,287,22,66,25,0.361336021405956,0.353474943575071,1.43524565312282,0.717873336225514,2.86948961726143,1.02223942028642,0.306667597502644,0.810632444041058,Efron,estimated,0.4203958032812855,0.9042985582345748,A+B versus A−/B−; all cancer-specific frequency-eligible contexts,0.12570621468926554,0.2231638418079096,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
cancer-specific,NMSC,APC,FAT1,APC–FAT1 (NMSC),multiplicative A×B interaction,400,105,4,4,287,22,66,25,0.0115343534221525,0.545956148437551,1.01160113057337,0.346968932531267,2.94936160396753,0.0211268862071837,0.983144437587011,0.810632444041058,Efron,estimated,0.9978750749313777,0.999718961317539,multiplicative A×B interaction; all cancer-specific frequency-eligible contexts,0.12570621468926554,0.2231638418079096,0.1,"both genes meet mutation-frequency threshold; n>=80; events>=20; every genotype group>=20; retained stratum n>=10, events>=2 and >=2 genotype groups"
